time,P,G(i),H_sun,T2m,WS10m,Int
20201031:2010,0.0,0.0,0.0,15.4,5.66,0.0
20201031:2110,0.0,0.0,0.0,15.36,5.03,0.0
20201031:2210,0.0,0.0,0.0,15.01,4.34,0.0
20201031:2310,0.0,0.0,0.0,14.11,3.79,0.0
20201101:0010,0.0,0.0,0.0,13.38,3.31,0.0
20201101:0110,0.0,0.0,0.0,12.81,2.55,0.0
20201101:0210,0.0,0.0,0.0,12.44,2.21,0.0
20201101:0310,0.0,0.0,0.0,12.18,2.14,0.0
20201101:0410,0.0,0.0,0.0,12.09,2.34,0.0
20201101:0510,0.0,0.0,0.0,11.83,2.62,0.0
20201101:0610,0.0,0.0,0.0,11.67,3.24,0.0
20201101:0710,82.9,33.26,5.04,12.35,4.55,0.0
20201101:0810,423.8,115.82,12.62,12.85,4.83,0.0
20201101:0910,191.9,61.19,18.73,13.75,5.17,0.0
20201101:1010,375.25,105.69,22.87,14.75,5.79,0.0
20201101:1110,692.9,179.48,24.62,15.76,6.69,0.0
20201101:1210,326.3,94.56,23.77,16.17,6.97,0.0
20201101:1310,238.05,73.24,20.42,16.41,7.24,0.0
20201101:1410,178.35,58.41,14.94,16.56,6.97,0.0
20201101:1510,3.25,7.42,7.82,16.67,6.41,0.0
20201101:1610,0.0,0.0,0.0,16.73,6.14,0.0
20201101:1710,0.0,0.0,0.0,16.8,6.0,0.0
20201101:1810,0.0,0.0,0.0,16.86,5.93,0.0
20201101:1910,0.0,0.0,0.0,16.69,5.72,0.0
20201101:2010,0.0,0.0,0.0,16.71,6.0,0.0
20201101:2110,0.0,0.0,0.0,16.75,6.41,0.0
20201101:2210,0.0,0.0,0.0,16.66,6.69,0.0
20201101:2310,0.0,0.0,0.0,16.62,7.03,0.0
20201102:0010,0.0,0.0,0.0,16.66,7.1,0.0
20201102:0110,0.0,0.0,0.0,16.9,7.24,0.0
20201102:0210,0.0,0.0,0.0,17.07,7.24,0.0
20201102:0310,0.0,0.0,0.0,17.11,7.17,0.0
20201102:0410,0.0,0.0,0.0,17.07,7.24,0.0
20201102:0510,0.0,0.0,0.0,16.86,7.24,0.0
20201102:0610,0.0,0.0,0.0,16.51,7.24,0.0
20201102:0710,56.45,26.08,4.77,17.56,7.86,0.0
20201102:0810,252.35,76.92,12.34,17.41,8.0,0.0
20201102:0910,539.55,144.83,18.43,17.5,8.07,0.0
20201102:1010,1033.1,258.3,22.56,17.85,7.45,0.0
20201102:1110,575.95,154.15,24.3,18.05,7.24,0.0
20201102:1210,1042.45,261.19,23.46,18.33,7.24,0.0
20201102:1310,311.2,91.78,20.12,18.53,7.72,0.0
20201102:1410,137.05,48.21,14.66,18.69,7.52,0.0
20201102:1510,127.7,45.75,7.55,17.91,6.83,0.0
20201102:1610,0.0,0.0,0.0,16.8,6.21,0.0
20201102:1710,0.0,0.0,0.0,14.58,5.86,0.0
20201102:1810,0.0,0.0,0.0,12.93,4.97,0.0
20201102:1910,0.0,0.0,0.0,12.02,4.69,0.0
20201102:2010,0.0,0.0,0.0,11.82,4.76,0.0
20201102:2110,0.0,0.0,0.0,11.6,4.9,0.0
20201102:2210,0.0,0.0,0.0,10.99,4.83,0.0
20201102:2310,0.0,0.0,0.0,10.66,4.69,0.0
20201103:0010,0.0,0.0,0.0,10.18,4.62,0.0
20201103:0110,0.0,0.0,0.0,9.81,4.55,0.0
20201103:0210,0.0,0.0,0.0,9.45,4.28,0.0
20201103:0310,0.0,0.0,0.0,9.11,3.86,0.0
20201103:0410,0.0,0.0,0.0,8.67,3.45,0.0
20201103:0510,0.0,0.0,0.0,8.3,3.24,0.0
20201103:0610,0.0,0.0,0.0,7.68,3.03,0.0
20201103:0710,207.65,65.72,4.51,7.26,3.1,0.0
20201103:0810,1572.25,372.85,12.05,8.05,3.03,0.0
20201103:0910,2681.8,631.05,18.13,9.37,3.66,0.0
20201103:1010,2146.7,505.32,22.25,10.63,4.21,0.0
20201103:1110,2255.85,531.63,23.99,11.69,5.1,0.0
20201103:1210,1996.1,471.73,23.15,12.39,5.52,0.0
20201103:1310,148.6,50.06,19.82,12.72,6.62,0.0
20201103:1410,642.85,164.82,14.38,12.06,6.62,0.0
20201103:1510,525.45,140.46,7.29,11.21,5.79,0.0
20201103:1610,0.0,0.0,0.0,10.36,4.9,0.0
20201103:1710,0.0,0.0,0.0,9.62,4.55,0.0
20201103:1810,0.0,0.0,0.0,9.03,4.41,0.0
20201103:1910,0.0,0.0,0.0,8.58,4.48,0.0
20201103:2010,0.0,0.0,0.0,8.17,4.41,0.0
20201103:2110,0.0,0.0,0.0,7.69,4.21,0.0
20201103:2210,0.0,0.0,0.0,7.31,3.93,0.0
20201103:2310,0.0,0.0,0.0,6.67,3.66,0.0
20201104:0010,0.0,0.0,0.0,6.34,3.38,0.0
20201104:0110,0.0,0.0,0.0,5.93,3.03,0.0
20201104:0210,0.0,0.0,0.0,5.44,2.76,0.0
20201104:0310,0.0,0.0,0.0,5.05,2.55,0.0
20201104:0410,0.0,0.0,0.0,4.68,2.41,0.0
20201104:0510,0.0,0.0,0.0,4.35,2.21,0.0
20201104:0610,0.0,0.0,0.0,4.09,2.14,0.0
20201104:0710,232.1,71.16,4.24,3.76,2.14,0.0
20201104:0810,1675.7,393.49,11.78,4.63,1.72,0.0
20201104:0910,2501.9,588.47,17.84,6.41,1.79,0.0
20201104:1010,3075.7,738.16,21.94,7.93,1.66,0.0
20201104:1110,3227.7,786.74,23.68,9.17,1.38,0.0
20201104:1210,2630.05,636.37,22.84,9.95,1.1,0.0
20201104:1310,1359.65,328.57,19.53,10.21,1.03,0.0
20201104:1410,1519.65,366.2,14.1,10.3,1.31,0.0
20201104:1510,662.0,172.88,7.03,10.02,1.31,0.0
20201104:1610,0.0,0.0,0.0,9.04,1.52,0.0
20201104:1710,0.0,0.0,0.0,7.63,1.45,0.0
20201104:1810,0.0,0.0,0.0,6.65,1.1,0.0
20201104:1910,0.0,0.0,0.0,5.12,1.72,0.0
20201104:2010,0.0,0.0,0.0,5.29,1.31,0.0
20201104:2110,0.0,0.0,0.0,6.82,0.55,0.0
20201104:2210,0.0,0.0,0.0,6.55,0.41,0.0
20201104:2310,0.0,0.0,0.0,6.25,0.28,0.0
20201105:0010,0.0,0.0,0.0,5.85,0.62,0.0
20201105:0110,0.0,0.0,0.0,5.16,0.9,0.0
20201105:0210,0.0,0.0,0.0,4.57,0.9,0.0
20201105:0310,0.0,0.0,0.0,4.1,0.97,0.0
20201105:0410,0.0,0.0,0.0,3.46,1.03,0.0
20201105:0510,0.0,0.0,0.0,2.25,1.38,0.0
20201105:0610,0.0,0.0,0.0,0.71,1.59,0.0
20201105:0710,41.6,20.11,3.98,0.77,1.24,0.0
20201105:0810,1645.55,383.85,11.5,1.99,1.03,0.0
20201105:0910,2487.8,583.31,17.54,3.25,0.76,0.0
20201105:1010,3077.35,740.85,21.64,4.63,0.48,0.0
20201105:1110,3209.75,787.76,23.37,6.11,0.21,0.0
20201105:1210,3071.25,755.73,22.54,7.29,0.14,0.0
20201105:1310,2573.75,624.79,19.24,8.11,0.21,0.0
20201105:1410,2018.2,486.59,13.83,8.36,0.28,0.0
20201105:1510,908.2,230.3,6.78,8.13,0.28,0.0
20201105:1610,0.0,0.0,0.0,7.37,0.97,0.0
20201105:1710,0.0,0.0,0.0,5.77,1.72,0.0
20201105:1810,0.0,0.0,0.0,4.97,1.86,0.0
20201105:1910,0.0,0.0,0.0,4.71,2.07,0.0
20201105:2010,0.0,0.0,0.0,4.22,2.0,0.0
20201105:2110,0.0,0.0,0.0,3.82,2.0,0.0
20201105:2210,0.0,0.0,0.0,3.47,2.0,0.0
20201105:2310,0.0,0.0,0.0,3.22,2.0,0.0
20201106:0010,0.0,0.0,0.0,2.98,1.93,0.0
20201106:0110,0.0,0.0,0.0,2.7,1.79,0.0
20201106:0210,0.0,0.0,0.0,2.21,1.72,0.0
20201106:0310,0.0,0.0,0.0,1.75,1.79,0.0
20201106:0410,0.0,0.0,0.0,1.66,2.0,0.0
20201106:0510,0.0,0.0,0.0,2.05,2.21,0.0
20201106:0610,0.0,0.0,0.0,2.62,2.21,0.0
20201106:0710,32.35,17.49,3.72,3.06,2.34,0.0
20201106:0810,1721.4,402.42,11.22,4.34,2.28,0.0
20201106:0910,2322.0,543.33,17.26,6.61,2.28,0.0
20201106:1010,2980.4,707.31,21.34,8.37,2.62,0.0
20201106:1110,3269.25,784.13,23.07,9.68,2.83,0.0
20201106:1210,3187.85,766.17,22.24,10.47,2.83,0.0
20201106:1310,2684.0,640.31,18.96,11.08,2.97,0.0
20201106:1410,2053.95,489.73,13.57,11.03,2.97,0.0
20201106:1510,878.55,223.14,6.53,10.1,3.03,0.0
20201106:1610,0.0,0.0,0.0,8.57,3.17,0.0
20201106:1710,0.0,0.0,0.0,7.48,3.24,0.0
20201106:1810,0.0,0.0,0.0,6.77,3.1,0.0
20201106:1910,0.0,0.0,0.0,6.46,2.9,0.0
20201106:2010,0.0,0.0,0.0,5.99,2.62,0.0
20201106:2110,0.0,0.0,0.0,5.67,2.41,0.0
20201106:2210,0.0,0.0,0.0,5.41,2.21,0.0
20201106:2310,0.0,0.0,0.0,5.12,2.07,0.0
20201107:0010,0.0,0.0,0.0,4.91,2.14,0.0
20201107:0110,0.0,0.0,0.0,4.88,2.14,0.0
20201107:0210,0.0,0.0,0.0,5.02,2.21,0.0
20201107:0310,0.0,0.0,0.0,5.35,2.28,0.0
20201107:0410,0.0,0.0,0.0,5.79,2.48,0.0
20201107:0510,0.0,0.0,0.0,6.28,2.55,0.0
20201107:0610,0.0,0.0,0.0,6.69,2.62,0.0
20201107:0710,23.4,14.87,3.46,7.29,2.97,0.0
20201107:0810,1282.45,308.39,10.95,8.87,2.69,0.0
20201107:0910,2237.05,534.4,16.97,11.44,2.41,0.0
20201107:1010,2332.65,566.41,21.04,13.95,2.0,0.0
20201107:1110,2988.7,741.4,22.77,15.7,2.0,0.0
20201107:1210,2822.2,703.12,21.95,16.8,1.79,0.0
20201107:1310,2346.35,581.95,18.68,17.33,1.59,0.0
20201107:1410,1657.65,411.73,13.31,17.19,1.38,0.0
20201107:1510,822.1,216.47,6.29,16.08,1.86,0.0
20201107:1610,0.0,0.0,0.0,14.06,2.28,0.0
20201107:1710,0.0,0.0,0.0,12.32,2.41,0.0
20201107:1810,0.0,0.0,0.0,11.39,2.48,0.0
20201107:1910,0.0,0.0,0.0,10.48,2.55,0.0
20201107:2010,0.0,0.0,0.0,10.09,2.62,0.0
20201107:2110,0.0,0.0,0.0,9.86,2.69,0.0
20201107:2210,0.0,0.0,0.0,9.72,2.62,0.0
20201107:2310,0.0,0.0,0.0,9.53,2.48,0.0
20201108:0010,0.0,0.0,0.0,9.24,2.41,0.0
20201108:0110,0.0,0.0,0.0,9.02,2.41,0.0
20201108:0210,0.0,0.0,0.0,8.99,2.55,0.0
20201108:0310,0.0,0.0,0.0,9.13,2.62,0.0
20201108:0410,0.0,0.0,0.0,9.34,2.69,0.0
20201108:0510,0.0,0.0,0.0,9.78,2.76,0.0
20201108:0610,0.0,0.0,0.0,10.08,2.9,0.0
20201108:0710,20.4,13.99,3.2,10.31,2.83,0.0
20201108:0810,1047.9,257.48,10.68,11.04,2.76,0.0
20201108:0910,434.2,118.46,16.69,12.73,2.76,0.0
20201108:1010,1715.9,415.66,20.75,14.57,2.62,0.0
20201108:1110,325.55,94.56,22.47,15.94,2.9,0.0
20201108:1210,643.15,169.45,21.66,16.84,3.03,0.0
20201108:1310,289.15,86.22,18.41,17.17,2.69,0.0
20201108:1410,159.3,53.77,13.05,17.05,2.34,0.0
20201108:1510,99.7,38.1,6.05,16.18,2.41,0.0
20201108:1610,0.0,0.0,0.0,14.8,2.62,0.0
20201108:1710,0.0,0.0,0.0,13.75,2.69,0.0
20201108:1810,0.0,0.0,0.0,13.04,2.69,0.0
20201108:1910,0.0,0.0,0.0,12.81,2.21,0.0
20201108:2010,0.0,0.0,0.0,12.42,2.21,0.0
20201108:2110,0.0,0.0,0.0,12.14,2.21,0.0
20201108:2210,0.0,0.0,0.0,11.76,2.28,0.0
20201108:2310,0.0,0.0,0.0,11.32,2.34,0.0
20201109:0010,0.0,0.0,0.0,10.92,2.34,0.0
20201109:0110,0.0,0.0,0.0,10.47,2.34,0.0
20201109:0210,0.0,0.0,0.0,10.3,2.28,0.0
20201109:0310,0.0,0.0,0.0,9.91,2.28,0.0
20201109:0410,0.0,0.0,0.0,9.77,2.28,0.0
20201109:0510,0.0,0.0,0.0,9.51,2.34,0.0
20201109:0610,0.0,0.0,0.0,9.46,2.28,0.0
20201109:0710,0.9,6.12,2.95,10.26,2.28,0.0
20201109:0810,260.8,77.17,10.41,10.94,2.0,0.0
20201109:0910,356.1,100.5,16.41,12.72,1.59,0.0
20201109:1010,954.35,239.62,20.46,14.53,1.66,0.0
20201109:1110,2167.75,530.88,22.18,15.84,1.93,0.0
20201109:1210,643.7,169.8,21.38,16.6,1.93,0.0
20201109:1310,789.0,203.44,18.14,17.08,1.93,0.0
20201109:1410,448.65,124.08,12.8,17.02,1.45,0.0
20201109:1510,400.4,114.63,5.82,16.34,1.52,0.0
20201109:1610,0.0,0.0,0.0,14.73,2.07,0.0
20201109:1710,0.0,0.0,0.0,12.98,2.07,0.0
20201109:1810,0.0,0.0,0.0,11.92,2.14,0.0
20201109:1910,0.0,0.0,0.0,11.62,2.07,0.0
20201109:2010,0.0,0.0,0.0,11.1,2.07,0.0
20201109:2110,0.0,0.0,0.0,10.68,2.14,0.0
20201109:2210,0.0,0.0,0.0,10.33,2.21,0.0
20201109:2310,0.0,0.0,0.0,10.03,2.21,0.0
20201110:0010,0.0,0.0,0.0,9.81,2.21,0.0
20201110:0110,0.0,0.0,0.0,9.59,2.14,0.0
20201110:0210,0.0,0.0,0.0,9.34,2.0,0.0
20201110:0310,0.0,0.0,0.0,9.16,2.0,0.0
20201110:0410,0.0,0.0,0.0,9.18,1.93,0.0
20201110:0510,0.0,0.0,0.0,9.24,1.93,0.0
20201110:0610,0.0,0.0,0.0,9.18,1.93,0.0
20201110:0710,6.55,8.74,2.7,9.06,2.07,0.0
20201110:0810,507.7,133.96,10.15,9.7,1.86,0.0
20201110:0910,2107.55,505.22,16.13,11.16,1.72,0.0
20201110:1010,2970.8,728.37,20.18,12.84,1.66,0.0
20201110:1110,2477.4,606.58,21.9,14.32,1.59,0.0
20201110:1210,2881.75,714.98,21.1,15.28,1.59,0.0
20201110:1310,2094.15,513.71,17.88,15.77,1.59,0.0
20201110:1410,310.55,90.69,12.56,15.71,1.66,0.0
20201110:1510,411.65,116.95,5.6,14.99,1.31,0.0
20201110:1610,0.0,0.0,0.0,13.91,1.59,0.0
20201110:1710,0.0,0.0,0.0,12.94,1.59,0.0
20201110:1810,0.0,0.0,0.0,12.15,1.45,0.0
20201110:1910,0.0,0.0,0.0,11.21,1.45,0.0
20201110:2010,0.0,0.0,0.0,10.61,1.24,0.0
20201110:2110,0.0,0.0,0.0,10.19,1.1,0.0
20201110:2210,0.0,0.0,0.0,10.1,1.03,0.0
20201110:2310,0.0,0.0,0.0,10.02,1.24,0.0
20201111:0010,0.0,0.0,0.0,10.02,1.17,0.0
20201111:0110,0.0,0.0,0.0,10.25,1.45,0.0
20201111:0210,0.0,0.0,0.0,10.2,1.17,0.0
20201111:0310,0.0,0.0,0.0,10.2,1.17,0.0
20201111:0410,0.0,0.0,0.0,10.16,1.03,0.0
20201111:0510,0.0,0.0,0.0,10.21,1.24,0.0
20201111:0610,0.0,0.0,0.0,10.23,1.1,0.0
20201111:0710,0.0,4.37,2.45,10.52,1.17,0.0
20201111:0810,508.15,134.67,9.89,10.82,2.0,0.0
20201111:0910,1528.05,365.3,15.86,11.23,2.83,0.0
20201111:1010,2015.5,480.23,19.9,11.85,2.9,0.0
20201111:1110,1876.6,449.01,21.62,12.5,2.9,0.0
20201111:1210,373.05,104.63,20.83,13.09,2.9,0.0
20201111:1310,523.65,139.43,17.62,13.53,3.1,0.0
20201111:1410,1677.5,405.9,12.32,13.5,2.76,0.0
20201111:1510,577.15,155.66,5.38,13.11,2.28,0.0
20201111:1610,0.0,0.0,0.0,12.19,2.34,0.0
20201111:1710,0.0,0.0,0.0,11.59,2.62,0.0
20201111:1810,0.0,0.0,0.0,11.06,2.9,0.0
20201111:1910,0.0,0.0,0.0,10.85,2.83,0.0
20201111:2010,0.0,0.0,0.0,10.45,3.31,0.0
20201111:2110,0.0,0.0,0.0,10.22,3.72,0.0
20201111:2210,0.0,0.0,0.0,10.11,4.0,0.0
20201111:2310,0.0,0.0,0.0,10.32,4.41,0.0
20201112:0010,0.0,0.0,0.0,10.67,4.69,0.0
20201112:0110,0.0,0.0,0.0,11.09,4.9,0.0
20201112:0210,0.0,0.0,0.0,11.46,5.03,0.0
20201112:0310,0.0,0.0,0.0,11.6,5.03,0.0
20201112:0410,0.0,0.0,0.0,11.69,5.24,0.0
20201112:0510,0.0,0.0,0.0,11.64,5.38,0.0
20201112:0610,0.0,0.0,0.0,11.56,5.24,0.0
20201112:0710,0.0,0.0,0.0,11.08,5.17,0.0
20201112:0810,897.55,222.69,9.63,11.48,5.1,0.0
20201112:0910,1887.65,446.29,15.59,11.56,4.41,0.0
20201112:1010,1152.5,278.92,19.62,11.69,4.69,0.0
20201112:1110,324.75,92.71,21.34,12.02,5.1,0.0
20201112:1210,391.45,108.38,20.56,12.44,5.93,0.0
20201112:1310,312.85,90.0,17.37,12.61,5.66,0.0
20201112:1410,239.95,72.56,12.09,12.57,4.21,0.0
20201112:1510,121.9,43.57,5.16,12.3,3.93,0.0
20201112:1610,0.0,0.0,0.0,11.8,3.45,0.0
20201112:1710,0.0,0.0,0.0,11.45,3.24,0.0
20201112:1810,0.0,0.0,0.0,11.29,3.31,0.0
20201112:1910,0.0,0.0,0.0,10.37,3.17,0.0
20201112:2010,0.0,0.0,0.0,9.67,2.97,0.0
20201112:2110,0.0,0.0,0.0,8.7,2.76,0.0
20201112:2210,0.0,0.0,0.0,8.09,2.62,0.0
20201112:2310,0.0,0.0,0.0,7.57,2.55,0.0
20201113:0010,0.0,0.0,0.0,7.21,2.62,0.0
20201113:0110,0.0,0.0,0.0,6.98,2.76,0.0
20201113:0210,0.0,0.0,0.0,6.83,2.9,0.0
20201113:0310,0.0,0.0,0.0,6.79,3.03,0.0
20201113:0410,0.0,0.0,0.0,6.78,3.1,0.0
20201113:0510,0.0,0.0,0.0,6.86,3.24,0.0
20201113:0610,0.0,0.0,0.0,7.13,3.38,0.0
20201113:0710,0.0,0.0,0.0,7.36,3.59,0.0
20201113:0810,518.8,135.81,9.37,9.18,3.86,0.0
20201113:0910,1591.1,377.38,15.32,11.28,4.41,0.0
20201113:1010,777.45,196.25,19.35,13.05,4.69,0.0
20201113:1110,539.0,143.49,21.07,14.48,4.69,0.0
20201113:1210,205.8,64.9,20.3,14.8,5.17,0.0
20201113:1310,310.1,90.04,17.12,14.44,5.17,0.0
20201113:1410,467.55,126.29,11.86,14.11,4.76,0.0
20201113:1510,92.3,35.81,4.96,13.8,4.48,0.0
20201113:1610,0.0,0.0,0.0,13.46,4.28,0.0
20201113:1710,0.0,0.0,0.0,13.1,4.21,0.0
20201113:1810,0.0,0.0,0.0,13.02,4.28,0.0
20201113:1910,0.0,0.0,0.0,12.98,4.07,0.0
20201113:2010,0.0,0.0,0.0,12.98,3.93,0.0
20201113:2110,0.0,0.0,0.0,12.74,3.79,0.0
20201113:2210,0.0,0.0,0.0,12.77,3.66,0.0
20201113:2310,0.0,0.0,0.0,12.71,3.52,0.0
20201114:0010,0.0,0.0,0.0,12.67,3.66,0.0
20201114:0110,0.0,0.0,0.0,12.56,3.79,0.0
20201114:0210,0.0,0.0,0.0,12.4,3.52,0.0
20201114:0310,0.0,0.0,0.0,11.98,3.1,0.0
20201114:0410,0.0,0.0,0.0,11.6,2.83,0.0
20201114:0510,0.0,0.0,0.0,11.41,2.76,0.0
20201114:0610,0.0,0.0,0.0,11.34,2.9,0.0
20201114:0710,0.0,0.0,0.0,11.2,3.79,0.0
20201114:0810,798.0,200.69,9.12,11.63,4.28,0.0
20201114:0910,1638.65,390.08,15.06,12.36,4.55,0.0
20201114:1010,2378.25,567.36,19.08,13.44,4.0,0.0
20201114:1110,853.3,214.9,20.8,14.51,4.62,0.0
20201114:1210,2539.45,609.58,20.04,15.32,4.69,0.0
20201114:1310,2346.0,564.48,16.88,15.84,4.55,0.0
20201114:1410,884.4,223.14,11.64,15.88,4.41,0.0
20201114:1510,470.9,131.49,4.75,15.34,4.07,0.0
20201114:1610,0.0,0.0,0.0,14.46,4.14,0.0
20201114:1710,0.0,0.0,0.0,13.87,4.55,0.0
20201114:1810,0.0,0.0,0.0,13.58,5.1,0.0
20201114:1910,0.0,0.0,0.0,12.79,4.97,0.0
20201114:2010,0.0,0.0,0.0,13.04,5.38,0.0
20201114:2110,0.0,0.0,0.0,13.23,5.59,0.0
20201114:2210,0.0,0.0,0.0,13.44,5.66,0.0
20201114:2310,0.0,0.0,0.0,13.76,5.79,0.0
20201115:0010,0.0,0.0,0.0,13.83,5.72,0.0
20201115:0110,0.0,0.0,0.0,13.5,5.45,0.0
20201115:0210,0.0,0.0,0.0,13.35,5.31,0.0
20201115:0310,0.0,0.0,0.0,13.01,5.1,0.0
20201115:0410,0.0,0.0,0.0,12.91,5.17,0.0
20201115:0510,0.0,0.0,0.0,12.82,5.45,0.0
20201115:0610,0.0,0.0,0.0,12.79,5.72,0.0
20201115:0710,0.0,0.0,0.0,13.09,5.86,0.0
20201115:0810,1015.35,251.09,8.87,13.32,6.28,0.0
20201115:0910,2021.4,479.14,14.8,14.14,6.62,0.0
20201115:1010,854.65,214.67,18.82,14.86,6.14,0.0
20201115:1110,769.2,196.21,20.54,15.4,5.66,0.0
20201115:1210,242.4,74.17,19.79,15.8,5.93,0.0
20201115:1310,182.55,59.33,16.65,16.0,7.59,0.0
20201115:1410,100.65,38.01,11.43,15.52,7.38,0.0
20201115:1510,9.7,10.2,4.56,14.63,7.66,0.0
20201115:1610,0.0,0.0,0.0,14.32,7.86,0.0
20201115:1710,0.0,0.0,0.0,14.0,8.14,0.0
20201115:1810,0.0,0.0,0.0,12.24,8.28,0.0
20201115:1910,0.0,0.0,0.0,11.37,6.0,0.0
20201115:2010,0.0,0.0,0.0,10.92,5.86,0.0
20201115:2110,0.0,0.0,0.0,10.64,6.41,0.0
20201115:2210,0.0,0.0,0.0,10.55,7.03,0.0
20201115:2310,0.0,0.0,0.0,10.4,7.03,0.0
20201116:0010,0.0,0.0,0.0,10.29,6.62,0.0
20201116:0110,0.0,0.0,0.0,10.18,6.21,0.0
20201116:0210,0.0,0.0,0.0,10.12,6.0,0.0
20201116:0310,0.0,0.0,0.0,10.13,5.93,0.0
20201116:0410,0.0,0.0,0.0,10.18,5.79,0.0
20201116:0510,0.0,0.0,0.0,10.3,5.59,0.0
20201116:0610,0.0,0.0,0.0,10.14,5.59,0.0
20201116:0710,0.0,0.0,0.0,10.15,5.38,0.0
20201116:0810,137.25,46.73,8.62,10.31,5.24,0.0
20201116:0910,68.9,28.74,14.55,10.81,4.48,0.0
20201116:1010,478.8,127.73,18.56,11.2,5.03,0.0
20201116:1110,278.6,81.59,20.29,11.5,5.38,0.0
20201116:1210,353.55,99.2,19.55,11.56,5.24,0.0
20201116:1310,255.15,76.02,16.42,11.59,5.1,0.0
20201116:1410,374.4,103.57,11.22,11.48,5.17,0.0
20201116:1510,14.85,12.05,4.37,11.28,4.83,0.0
20201116:1610,0.0,0.0,0.0,10.98,4.55,0.0
20201116:1710,0.0,0.0,0.0,10.77,4.41,0.0
20201116:1810,0.0,0.0,0.0,10.62,4.21,0.0
20201116:1910,0.0,0.0,0.0,9.99,4.34,0.0
20201116:2010,0.0,0.0,0.0,9.98,4.41,0.0
20201116:2110,0.0,0.0,0.0,9.93,4.48,0.0
20201116:2210,0.0,0.0,0.0,10.09,4.62,0.0
20201116:2310,0.0,0.0,0.0,10.26,4.76,0.0
20201117:0010,0.0,0.0,0.0,10.47,4.76,0.0
20201117:0110,0.0,0.0,0.0,10.58,4.83,0.0
20201117:0210,0.0,0.0,0.0,10.6,4.97,0.0
20201117:0310,0.0,0.0,0.0,10.58,5.17,0.0
20201117:0410,0.0,0.0,0.0,10.62,5.24,0.0
20201117:0510,0.0,0.0,0.0,10.68,5.24,0.0
20201117:0610,0.0,0.0,0.0,10.77,5.17,0.0
20201117:0710,0.0,0.0,0.0,10.57,4.97,0.0
20201117:0810,34.25,18.54,8.38,10.67,4.83,0.0
20201117:0910,343.75,96.46,14.3,10.88,4.28,0.0
20201117:1010,531.95,139.67,18.31,11.24,5.17,0.0
20201117:1110,389.2,107.56,20.04,11.71,5.52,0.0
20201117:1210,293.65,85.29,19.31,11.86,5.03,0.0
20201117:1310,204.75,63.97,16.2,12.2,5.03,0.0
20201117:1410,28.15,16.69,11.02,12.25,4.76,0.0
20201117:1510,17.3,12.98,4.19,12.22,4.14,0.0
20201117:1610,0.0,0.0,0.0,11.87,3.86,0.0
20201117:1710,0.0,0.0,0.0,11.67,3.86,0.0
20201117:1810,0.0,0.0,0.0,11.43,3.93,0.0
20201117:1910,0.0,0.0,0.0,11.29,3.93,0.0
20201117:2010,0.0,0.0,0.0,11.14,3.72,0.0
20201117:2110,0.0,0.0,0.0,11.04,3.45,0.0
20201117:2210,0.0,0.0,0.0,10.9,3.31,0.0
20201117:2310,0.0,0.0,0.0,10.77,3.24,0.0
20201118:0010,0.0,0.0,0.0,10.72,3.24,0.0
20201118:0110,0.0,0.0,0.0,10.6,3.24,0.0
20201118:0210,0.0,0.0,0.0,10.55,3.1,0.0
20201118:0310,0.0,0.0,0.0,10.44,2.97,0.0
20201118:0410,0.0,0.0,0.0,10.11,2.97,0.0
20201118:0510,0.0,0.0,0.0,10.1,3.03,0.0
20201118:0610,0.0,0.0,0.0,9.62,3.03,0.0
20201118:0710,0.0,0.0,0.0,9.41,3.17,0.0
20201118:0810,1185.05,287.34,8.14,9.51,3.38,0.0
20201118:0910,2188.5,517.74,14.05,10.6,3.24,0.0
20201118:1010,2661.95,632.22,18.06,11.96,3.93,0.0
20201118:1110,2935.85,703.02,19.79,13.32,4.21,0.0
20201118:1210,2830.25,680.27,19.08,14.38,4.21,0.0
20201118:1310,2383.65,573.07,15.98,14.97,4.0,0.0
20201118:1410,1667.25,403.04,10.82,15.02,4.83,0.0
20201118:1510,311.7,92.55,4.01,14.4,4.76,0.0
20201118:1610,0.0,0.0,0.0,13.52,4.97,0.0
20201118:1710,0.0,0.0,0.0,13.01,5.24,0.0
20201118:1810,0.0,0.0,0.0,12.77,5.38,0.0
20201118:1910,0.0,0.0,0.0,12.66,5.45,0.0
20201118:2010,0.0,0.0,0.0,12.82,5.59,0.0
20201118:2110,0.0,0.0,0.0,12.98,5.72,0.0
20201118:2210,0.0,0.0,0.0,13.28,5.59,0.0
20201118:2310,0.0,0.0,0.0,13.34,5.52,0.0
20201119:0010,0.0,0.0,0.0,13.44,5.45,0.0
20201119:0110,0.0,0.0,0.0,13.5,5.31,0.0
20201119:0210,0.0,0.0,0.0,12.91,5.38,0.0
20201119:0310,0.0,0.0,0.0,11.6,5.24,0.0
20201119:0410,0.0,0.0,0.0,10.42,4.97,0.0
20201119:0510,0.0,0.0,0.0,9.54,4.97,0.0
20201119:0610,0.0,0.0,0.0,8.94,5.38,0.0
20201119:0710,0.0,0.0,0.0,8.24,5.45,0.0
20201119:0810,628.3,159.94,7.91,8.46,5.52,0.0
20201119:0910,140.2,47.28,13.81,9.08,5.45,0.0
20201119:1010,530.35,138.35,17.81,9.62,5.17,0.0
20201119:1110,277.25,80.66,19.55,9.82,6.9,0.0
